timepoint,well,condition,condition_tag,Mg++ [mM],T7RNAP [ng/uL],ribosome [uM],DNA [nM],energy_mix,protein_mix,fluorescence [AU],background_fluorescence [AU],background_subtracted_fluorescence [AU],row,column
94,G:23,exp,exp,26,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1394016,1350707,43309,G,23
94,I:1,exp,exp,4,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1432068,1350707,81361,I,1
94,I:3,exp,exp,6,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1565545,1350707,214838,I,3
94,I:5,exp,exp,8,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1737740,1350707,387033,I,5
94,I:7,exp,exp,10,10,0.9,35,b.next eng mix,b.next prot mix 03-1,7331004,1350707,5980297,I,7
94,I:9,exp,exp,12,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1457701,1350707,106994,I,9
94,I:11,exp,exp,14,10,0.9,35,b.next eng mix,b.next prot mix 03-1,14064381,1350707,12713674,I,11
94,I:13,exp,exp,16,10,0.9,35,b.next eng mix,b.next prot mix 03-1,9530296,1350707,8179589,I,13
94,I:15,exp,exp,18,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1482889,1350707,132182,I,15
94,I:17,exp,exp,20,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1382388,1350707,31681,I,17
94,I:19,exp,exp,22,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1355810,1350707,5103,I,19
94,I:21,exp,exp,24,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1329210,1350707,-21497,I,21
94,I:23,exp,exp,26,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1365473,1350707,14766,I,23
94,J:24,H2O,control,,,,0,H2O,H2O,1281388,1350707,-69319,J,24
94,J:18,NEB (+),control,,,,35,NEB SolA,NEB SolB,96325053,1350707,94974346,J,18
94,J:12,NEB (-),control,,,,0,NEB SolA,NEB SolB,1530760,1350707,180053,J,12
94,J:6,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,5382676,1350707,4031969,J,6
94,K:1,exp,exp,4,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1487939,1350707,137232,K,1
94,K:3,exp,exp,6,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1683005,1350707,332298,K,3
94,K:5,exp,exp,8,10,1.26,35,b.next eng mix,b.next prot mix 03-1,4711596,1350707,3360889,K,5
94,K:7,exp,exp,10,10,1.26,35,b.next eng mix,b.next prot mix 03-1,21076329,1350707,19725622,K,7
94,K:9,exp,exp,12,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1541694,1350707,190987,K,9
94,K:11,exp,exp,14,10,1.26,35,b.next eng mix,b.next prot mix 03-1,18351338,1350707,17000631,K,11
94,K:13,exp,exp,16,10,1.26,35,b.next eng mix,b.next prot mix 03-1,15748242,1350707,14397535,K,13
94,K:15,exp,exp,18,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1549434,1350707,198727,K,15
94,K:17,exp,exp,20,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1385107,1350707,34400,K,17
94,K:19,exp,exp,22,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1522462,1350707,171755,K,19
94,K:21,exp,exp,24,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1356298,1350707,5591,K,21
94,K:23,exp,exp,26,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1475151,1350707,124444,K,23
94,M:1,exp,exp,4,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1508018,1350707,157311,M,1
94,M:3,exp,exp,6,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1479063,1350707,128356,M,3
94,M:5,exp,exp,8,10,1.8,35,b.next eng mix,b.next prot mix 03-1,2666579,1350707,1315872,M,5
94,M:7,exp,exp,10,10,1.8,35,b.next eng mix,b.next prot mix 03-1,16026862,1350707,14676155,M,7
94,M:9,exp,exp,12,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1504569,1350707,153862,M,9
94,M:11,exp,exp,14,10,1.8,35,b.next eng mix,b.next prot mix 03-1,18552676,1350707,17201969,M,11
94,M:13,exp,exp,16,10,1.8,35,b.next eng mix,b.next prot mix 03-1,13962580,1350707,12611873,M,13
94,M:15,exp,exp,18,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1453476,1350707,102769,M,15
94,M:17,exp,exp,20,10,1.8,35,b.next eng mix,b.next prot mix 03-1,6482124,1350707,5131417,M,17
94,M:19,exp,exp,22,10,1.8,35,b.next eng mix,b.next prot mix 03-1,12507100,1350707,11156393,M,19
94,M:21,exp,exp,24,10,1.8,35,b.next eng mix,b.next prot mix 03-1,3479600,1350707,2128893,M,21
94,M:23,exp,exp,26,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1433479,1350707,82772,M,23
94,N:24,NEB (+),control,,,,35,NEB SolA,NEB SolB,93466548,1350707,92115841,N,24
94,N:18,NEB (-),control,,,,0,NEB SolA,NEB SolB,10043405,1350707,8692698,N,18
94,N:12,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,6782319,1350707,5431612,N,12
94,N:6,H2O,control,,,,0,H2O,H2O,1438204,1350707,87497,N,6
94,O:1,exp,exp,4,10,2.16,35,b.next eng mix,b.next prot mix 03-1,1332269,1350707,-18438,O,1
94,O:3,exp,exp,6,10,2.16,35,b.next eng mix,b.next prot mix 03-1,1516614,1350707,165907,O,3
94,O:5,exp,exp,8,10,2.16,35,b.next eng mix,b.next prot mix 03-1,3287238,1350707,1936531,O,5
94,O:7,exp,exp,10,10,2.16,35,b.next eng mix,b.next prot mix 03-1,16135594,1350707,14784887,O,7
94,O:9,exp,exp,12,10,2.16,35,b.next eng mix,b.next prot mix 03-1,16824970,1350707,15474263,O,9
94,O:11,exp,exp,14,10,2.16,35,b.next eng mix,b.next prot mix 03-1,16940867,1350707,15590160,O,11
94,O:13,exp,exp,16,10,2.16,35,b.next eng mix,b.next prot mix 03-1,7973964,1350707,6623257,O,13
94,O:15,exp,exp,18,10,2.16,35,b.next eng mix,b.next prot mix 03-1,7321396,1350707,5970689,O,15
94,O:17,exp,exp,20,10,2.16,35,b.next eng mix,b.next prot mix 03-1,9192655,1350707,7841948,O,17
94,O:19,exp,exp,22,10,2.16,35,b.next eng mix,b.next prot mix 03-1,13754507,1350707,12403800,O,19
94,O:21,exp,exp,24,10,2.16,35,b.next eng mix,b.next prot mix 03-1,4256446,1350707,2905739,O,21
94,O:23,exp,exp,26,10,2.16,35,b.next eng mix,b.next prot mix 03-1,2613572,1350707,1262865,O,23
95,A:1,exp,exp,4,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1394829,1350952.5,43876.5,A,1
95,A:3,exp,exp,6,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1399794,1350952.5,48841.5,A,3
95,A:5,exp,exp,8,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1425238,1350952.5,74285.5,A,5
95,A:7,exp,exp,10,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,3227645,1350952.5,1876692.5,A,7
95,A:9,exp,exp,12,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1398246,1350952.5,47293.5,A,9
95,A:11,exp,exp,14,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,11673420,1350952.5,10322467.5,A,11
95,A:13,exp,exp,16,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,10618340,1350952.5,9267387.5,A,13
95,A:15,exp,exp,18,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1393121,1350952.5,42168.5,A,15
95,A:17,exp,exp,20,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1439161,1350952.5,88208.5,A,17
95,A:19,exp,exp,22,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1390356,1350952.5,39403.5,A,19
95,A:21,exp,exp,24,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1394864,1350952.5,43911.5,A,21
95,A:23,exp,exp,26,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1365733,1350952.5,14780.5,A,23
95,B:24,NEB (-),control,,,,0,NEB SolA,NEB SolB,70538948,1350952.5,69187995.5,B,24
95,B:18,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,4399794,1350952.5,3048841.5,B,18
95,B:12,H2O,control,,,,0,H2O,H2O,1342944,1350952.5,-8008.5,B,12
95,B:6,NEB (+),control,,,,35,NEB SolA,NEB SolB,94337868,1350952.5,92986915.5,B,6
95,C:1,exp,exp,4,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1431340,1350952.5,80387.5,C,1
95,C:3,exp,exp,6,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1420651,1350952.5,69698.5,C,3
95,C:5,exp,exp,8,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1401425,1350952.5,50472.5,C,5
95,C:7,exp,exp,10,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,5037062,1350952.5,3686109.5,C,7
95,C:9,exp,exp,12,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1384379,1350952.5,33426.5,C,9
95,C:11,exp,exp,14,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,14892450,1350952.5,13541497.5,C,11
95,C:13,exp,exp,16,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,16109401,1350952.5,14758448.5,C,13
95,C:15,exp,exp,18,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1406184,1350952.5,55231.5,C,15
95,C:17,exp,exp,20,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1431668,1350952.5,80715.5,C,17
95,C:19,exp,exp,22,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1376447,1350952.5,25494.5,C,19
95,C:21,exp,exp,24,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1356167,1350952.5,5214.5,C,21
95,C:23,exp,exp,26,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1320554,1350952.5,-30398.5,C,23
95,E:1,exp,exp,4,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1493376,1350952.5,142423.5,E,1
95,E:3,exp,exp,6,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1439951,1350952.5,88998.5,E,3
95,E:5,exp,exp,8,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1743235,1350952.5,392282.5,E,5
95,E:7,exp,exp,10,10,1.8,35,b.next eng mix,b.next prot mix 03-1,13618136,1350952.5,12267183.5,E,7
95,E:9,exp,exp,12,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1496527,1350952.5,145574.5,E,9
95,E:11,exp,exp,14,10,1.8,35,b.next eng mix,b.next prot mix 03-1,19581924,1350952.5,18230971.5,E,11
95,E:13,exp,exp,16,10,1.8,35,b.next eng mix,b.next prot mix 03-1,14603167,1350952.5,13252214.5,E,13
95,E:15,exp,exp,18,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1455993,1350952.5,105040.5,E,15
95,E:17,exp,exp,20,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1437776,1350952.5,86823.5,E,17
95,E:19,exp,exp,22,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1401484,1350952.5,50531.5,E,19
95,E:21,exp,exp,24,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1377779,1350952.5,26826.5,E,21
95,E:23,exp,exp,26,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1298390,1350952.5,-52562.5,E,23
95,F:24,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,2252937,1350952.5,901984.5,F,24
95,F:18,H2O,control,,,,0,H2O,H2O,1336028,1350952.5,-14924.5,F,18
95,F:12,NEB (+),control,,,,35,NEB SolA,NEB SolB,90657573,1350952.5,89306620.5,F,12
95,F:6,NEB (-),control,,,,0,NEB SolA,NEB SolB,1498570,1350952.5,147617.5,F,6
95,G:1,exp,exp,4,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1465791,1350952.5,114838.5,G,1
95,G:3,exp,exp,6,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1405277,1350952.5,54324.5,G,3
95,G:5,exp,exp,8,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1530358,1350952.5,179405.5,G,5
95,G:7,exp,exp,10,15,1.8,35,b.next eng mix,b.next prot mix 03-1,6110801,1350952.5,4759848.5,G,7
95,G:9,exp,exp,12,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1480362,1350952.5,129409.5,G,9
95,G:11,exp,exp,14,15,1.8,35,b.next eng mix,b.next prot mix 03-1,18219147,1350952.5,16868194.5,G,11
95,G:13,exp,exp,16,15,1.8,35,b.next eng mix,b.next prot mix 03-1,15206723,1350952.5,13855770.5,G,13
95,G:15,exp,exp,18,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1463614,1350952.5,112661.5,G,15
95,G:17,exp,exp,20,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1365016,1350952.5,14063.5,G,17
95,G:19,exp,exp,22,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1376336,1350952.5,25383.5,G,19
95,G:21,exp,exp,24,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1373983,1350952.5,23030.5,G,21
95,G:23,exp,exp,26,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1395526,1350952.5,44573.5,G,23
95,I:1,exp,exp,4,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1433690,1350952.5,82737.5,I,1
95,I:3,exp,exp,6,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1575858,1350952.5,224905.5,I,3
95,I:5,exp,exp,8,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1737300,1350952.5,386347.5,I,5
95,I:7,exp,exp,10,10,0.9,35,b.next eng mix,b.next prot mix 03-1,7332762,1350952.5,5981809.5,I,7
95,I:9,exp,exp,12,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1458437,1350952.5,107484.5,I,9
95,I:11,exp,exp,14,10,0.9,35,b.next eng mix,b.next prot mix 03-1,14044193,1350952.5,12693240.5,I,11
95,I:13,exp,exp,16,10,0.9,35,b.next eng mix,b.next prot mix 03-1,9544513,1350952.5,8193560.5,I,13
95,I:15,exp,exp,18,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1485329,1350952.5,134376.5,I,15
95,I:17,exp,exp,20,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1384270,1350952.5,33317.5,I,17
95,I:19,exp,exp,22,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1359769,1350952.5,8816.5,I,19
95,I:21,exp,exp,24,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1332562,1350952.5,-18390.5,I,21
95,I:23,exp,exp,26,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1364673,1350952.5,13720.5,I,23
95,J:24,H2O,control,,,,0,H2O,H2O,1284478,1350952.5,-66474.5,J,24
95,J:18,NEB (+),control,,,,35,NEB SolA,NEB SolB,95513598,1350952.5,94162645.5,J,18
95,J:12,NEB (-),control,,,,0,NEB SolA,NEB SolB,1533542,1350952.5,182589.5,J,12
95,J:6,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,5387330,1350952.5,4036377.5,J,6
95,K:1,exp,exp,4,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1490470,1350952.5,139517.5,K,1
95,K:3,exp,exp,6,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1686620,1350952.5,335667.5,K,3
95,K:5,exp,exp,8,10,1.26,35,b.next eng mix,b.next prot mix 03-1,4718271,1350952.5,3367318.5,K,5
95,K:7,exp,exp,10,10,1.26,35,b.next eng mix,b.next prot mix 03-1,21087443,1350952.5,19736490.5,K,7
95,K:9,exp,exp,12,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1546475,1350952.5,195522.5,K,9
95,K:11,exp,exp,14,10,1.26,35,b.next eng mix,b.next prot mix 03-1,18379301,1350952.5,17028348.5,K,11
95,K:13,exp,exp,16,10,1.26,35,b.next eng mix,b.next prot mix 03-1,15762869,1350952.5,14411916.5,K,13
95,K:15,exp,exp,18,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1546704,1350952.5,195751.5,K,15
95,K:17,exp,exp,20,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1384803,1350952.5,33850.5,K,17
95,K:19,exp,exp,22,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1524040,1350952.5,173087.5,K,19
95,K:21,exp,exp,24,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1357082,1350952.5,6129.5,K,21
95,K:23,exp,exp,26,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1474331,1350952.5,123378.5,K,23
95,M:1,exp,exp,4,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1512572,1350952.5,161619.5,M,1
95,M:3,exp,exp,6,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1480329,1350952.5,129376.5,M,3
95,M:5,exp,exp,8,10,1.8,35,b.next eng mix,b.next prot mix 03-1,2664604,1350952.5,1313651.5,M,5
95,M:7,exp,exp,10,10,1.8,35,b.next eng mix,b.next prot mix 03-1,16067098,1350952.5,14716145.5,M,7
95,M:9,exp,exp,12,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1504619,1350952.5,153666.5,M,9
95,M:11,exp,exp,14,10,1.8,35,b.next eng mix,b.next prot mix 03-1,18533212,1350952.5,17182259.5,M,11
95,M:13,exp,exp,16,10,1.8,35,b.next eng mix,b.next prot mix 03-1,13896025,1350952.5,12545072.5,M,13
95,M:15,exp,exp,18,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1454121,1350952.5,103168.5,M,15
95,M:17,exp,exp,20,10,1.8,35,b.next eng mix,b.next prot mix 03-1,6490661,1350952.5,5139708.5,M,17
95,M:19,exp,exp,22,10,1.8,35,b.next eng mix,b.next prot mix 03-1,12489337,1350952.5,11138384.5,M,19
95,M:21,exp,exp,24,10,1.8,35,b.next eng mix,b.next prot mix 03-1,3471478,1350952.5,2120525.5,M,21
95,M:23,exp,exp,26,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1433534,1350952.5,82581.5,M,23
95,N:24,NEB (+),control,,,,35,NEB SolA,NEB SolB,92905985,1350952.5,91555032.5,N,24
95,N:18,NEB (-),control,,,,0,NEB SolA,NEB SolB,10042265,1350952.5,8691312.5,N,18
95,N:12,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,6785199,1350952.5,5434246.5,N,12
95,N:6,H2O,control,,,,0,H2O,H2O,1440360,1350952.5,89407.5,N,6
95,O:1,exp,exp,4,10,2.16,35,b.next eng mix,b.next prot mix 03-1,1333679,1350952.5,-17273.5,O,1
95,O:3,exp,exp,6,10,2.16,35,b.next eng mix,b.next prot mix 03-1,1519437,1350952.5,168484.5,O,3
95,O:5,exp,exp,8,10,2.16,35,b.next eng mix,b.next prot mix 03-1,3286344,1350952.5,1935391.5,O,5
95,O:7,exp,exp,10,10,2.16,35,b.next eng mix,b.next prot mix 03-1,16168317,1350952.5,14817364.5,O,7
95,O:9,exp,exp,12,10,2.16,35,b.next eng mix,b.next prot mix 03-1,16845349,1350952.5,15494396.5,O,9
95,O:11,exp,exp,14,10,2.16,35,b.next eng mix,b.next prot mix 03-1,16966067,1350952.5,15615114.5,O,11
95,O:13,exp,exp,16,10,2.16,35,b.next eng mix,b.next prot mix 03-1,7986436,1350952.5,6635483.5,O,13
95,O:15,exp,exp,18,10,2.16,35,b.next eng mix,b.next prot mix 03-1,7331529,1350952.5,5980576.5,O,15
95,O:17,exp,exp,20,10,2.16,35,b.next eng mix,b.next prot mix 03-1,9200705,1350952.5,7849752.5,O,17
95,O:19,exp,exp,22,10,2.16,35,b.next eng mix,b.next prot mix 03-1,13762152,1350952.5,12411199.5,O,19
95,O:21,exp,exp,24,10,2.16,35,b.next eng mix,b.next prot mix 03-1,4248403,1350952.5,2897450.5,O,21
95,O:23,exp,exp,26,10,2.16,35,b.next eng mix,b.next prot mix 03-1,2616251,1350952.5,1265298.5,O,23
96,A:1,exp,exp,4,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1395112,1346645,48467,A,1
96,A:3,exp,exp,6,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1401741,1346645,55096,A,3
96,A:5,exp,exp,8,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1428185,1346645,81540,A,5
96,A:7,exp,exp,10,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,3229186,1346645,1882541,A,7
96,A:9,exp,exp,12,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1397249,1346645,50604,A,9
96,A:11,exp,exp,14,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,11690479,1346645,10343834,A,11
96,A:13,exp,exp,16,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,10646944,1346645,9300299,A,13
96,A:15,exp,exp,18,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1394484,1346645,47839,A,15
96,A:17,exp,exp,20,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1441223,1346645,94578,A,17
96,A:19,exp,exp,22,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1388263,1346645,41618,A,19
96,A:21,exp,exp,24,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1394870,1346645,48225,A,21
96,A:23,exp,exp,26,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1366667,1346645,20022,A,23
96,B:24,NEB (-),control,,,,0,NEB SolA,NEB SolB,70778531,1346645,69431886,B,24
96,B:18,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,4399161,1346645,3052516,B,18
96,B:12,H2O,control,,,,0,H2O,H2O,1342350,1346645,-4295,B,12
96,B:6,NEB (+),control,,,,35,NEB SolA,NEB SolB,94424212,1346645,93077567,B,6
96,C:1,exp,exp,4,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1432899,1346645,86254,C,1
96,C:3,exp,exp,6,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1421664,1346645,75019,C,3
96,C:5,exp,exp,8,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1406342,1346645,59697,C,5
96,C:7,exp,exp,10,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,5040886,1346645,3694241,C,7
96,C:9,exp,exp,12,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1386149,1346645,39504,C,9
96,C:11,exp,exp,14,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,14892079,1346645,13545434,C,11
96,C:13,exp,exp,16,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,16089292,1346645,14742647,C,13
96,C:15,exp,exp,18,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1407543,1346645,60898,C,15
96,C:17,exp,exp,20,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1431188,1346645,84543,C,17
96,C:19,exp,exp,22,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1378330,1346645,31685,C,19
96,C:21,exp,exp,24,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1357799,1346645,11154,C,21
96,C:23,exp,exp,26,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1319644,1346645,-27001,C,23
96,E:1,exp,exp,4,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1496092,1346645,149447,E,1
96,E:3,exp,exp,6,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1437421,1346645,90776,E,3
96,E:5,exp,exp,8,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1743868,1346645,397223,E,5
96,E:7,exp,exp,10,10,1.8,35,b.next eng mix,b.next prot mix 03-1,13596627,1346645,12249982,E,7
96,E:9,exp,exp,12,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1493830,1346645,147185,E,9
96,E:11,exp,exp,14,10,1.8,35,b.next eng mix,b.next prot mix 03-1,19506478,1346645,18159833,E,11
96,E:13,exp,exp,16,10,1.8,35,b.next eng mix,b.next prot mix 03-1,14539389,1346645,13192744,E,13
96,E:15,exp,exp,18,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1452619,1346645,105974,E,15
96,E:17,exp,exp,20,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1436007,1346645,89362,E,17
96,E:19,exp,exp,22,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1399884,1346645,53239,E,19
96,E:21,exp,exp,24,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1375832,1346645,29187,E,21
96,E:23,exp,exp,26,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1298302,1346645,-48343,E,23
96,F:24,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,2235172,1346645,888527,F,24
96,F:18,H2O,control,,,,0,H2O,H2O,1326378,1346645,-20267,F,18
96,F:12,NEB (+),control,,,,35,NEB SolA,NEB SolB,90677822,1346645,89331177,F,12
96,F:6,NEB (-),control,,,,0,NEB SolA,NEB SolB,1491774,1346645,145129,F,6
96,G:1,exp,exp,4,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1455540,1346645,108895,G,1
96,G:3,exp,exp,6,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1398486,1346645,51841,G,3
96,G:5,exp,exp,8,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1516329,1346645,169684,G,5
96,G:7,exp,exp,10,15,1.8,35,b.next eng mix,b.next prot mix 03-1,6095817,1346645,4749172,G,7
96,G:9,exp,exp,12,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1480560,1346645,133915,G,9
96,G:11,exp,exp,14,15,1.8,35,b.next eng mix,b.next prot mix 03-1,18222670,1346645,16876025,G,11
96,G:13,exp,exp,16,15,1.8,35,b.next eng mix,b.next prot mix 03-1,15181938,1346645,13835293,G,13
96,G:15,exp,exp,18,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1457962,1346645,111317,G,15
96,G:17,exp,exp,20,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1361196,1346645,14551,G,17
96,G:19,exp,exp,22,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1372267,1346645,25622,G,19
96,G:21,exp,exp,24,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1371969,1346645,25324,G,21
96,G:23,exp,exp,26,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1391919,1346645,45274,G,23
96,I:1,exp,exp,4,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1431420,1346645,84775,I,1
96,I:3,exp,exp,6,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1578622,1346645,231977,I,3
96,I:5,exp,exp,8,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1731473,1346645,384828,I,5
96,I:7,exp,exp,10,10,0.9,35,b.next eng mix,b.next prot mix 03-1,7333725,1346645,5987080,I,7
96,I:9,exp,exp,12,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1457028,1346645,110383,I,9
96,I:11,exp,exp,14,10,0.9,35,b.next eng mix,b.next prot mix 03-1,14054609,1346645,12707964,I,11
96,I:13,exp,exp,16,10,0.9,35,b.next eng mix,b.next prot mix 03-1,9548904,1346645,8202259,I,13
96,I:15,exp,exp,18,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1475477,1346645,128832,I,15
