timepoint,well,condition,condition_tag,Mg++ [mM],T7RNAP [ng/uL],ribosome [uM],DNA [nM],energy_mix,protein_mix,fluorescence [AU],background_fluorescence [AU],background_subtracted_fluorescence [AU],row,column
50,O:13,exp,exp,16,10,2.16,35,b.next eng mix,b.next prot mix 03-1,8093743,1530750,6562993,O,13
50,O:15,exp,exp,18,10,2.16,35,b.next eng mix,b.next prot mix 03-1,7416759,1530750,5886009,O,15
50,O:17,exp,exp,20,10,2.16,35,b.next eng mix,b.next prot mix 03-1,9111347,1530750,7580597,O,17
50,O:19,exp,exp,22,10,2.16,35,b.next eng mix,b.next prot mix 03-1,12675341,1530750,11144591,O,19
50,O:21,exp,exp,24,10,2.16,35,b.next eng mix,b.next prot mix 03-1,3500195,1530750,1969445,O,21
50,O:23,exp,exp,26,10,2.16,35,b.next eng mix,b.next prot mix 03-1,2223800,1530750,693050,O,23
51,A:1,exp,exp,4,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1346586,1535111,-188525,A,1
51,A:3,exp,exp,6,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1351977,1535111,-183134,A,3
51,A:5,exp,exp,8,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1377764,1535111,-157347,A,5
51,A:7,exp,exp,10,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,3568346,1535111,2033235,A,7
51,A:9,exp,exp,12,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1375055,1535111,-160056,A,9
51,A:11,exp,exp,14,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,11437371,1535111,9902260,A,11
51,A:13,exp,exp,16,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,10094548,1535111,8559437,A,13
51,A:15,exp,exp,18,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1370370,1535111,-164741,A,15
51,A:17,exp,exp,20,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1391262,1535111,-143849,A,17
51,A:19,exp,exp,22,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1368183,1535111,-166928,A,19
51,A:21,exp,exp,24,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1344243,1535111,-190868,A,21
51,A:23,exp,exp,26,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1317072,1535111,-218039,A,23
51,B:24,NEB (-),control,,,,0,NEB SolA,NEB SolB,66037119,1535111,64502008,B,24
51,B:18,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,4401400,1535111,2866289,B,18
51,B:12,H2O,control,,,,0,H2O,H2O,1482719,1535111,-52392,B,12
51,B:6,NEB (+),control,,,,35,NEB SolA,NEB SolB,96136479,1535111,94601368,B,6
51,C:1,exp,exp,4,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1384140,1535111,-150971,C,1
51,C:3,exp,exp,6,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1392828,1535111,-142283,C,3
51,C:5,exp,exp,8,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1380543,1535111,-154568,C,5
51,C:7,exp,exp,10,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,4914908,1535111,3379797,C,7
51,C:9,exp,exp,12,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1399102,1535111,-136009,C,9
51,C:11,exp,exp,14,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,14348908,1535111,12813797,C,11
51,C:13,exp,exp,16,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,15008283,1535111,13473172,C,13
51,C:15,exp,exp,18,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1426512,1535111,-108599,C,15
51,C:17,exp,exp,20,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1399009,1535111,-136102,C,17
51,C:19,exp,exp,22,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1464050,1535111,-71061,C,19
51,C:21,exp,exp,24,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1500983,1535111,-34128,C,21
51,C:23,exp,exp,26,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1386797,1535111,-148314,C,23
51,E:1,exp,exp,4,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1417874,1535111,-117237,E,1
51,E:3,exp,exp,6,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1457148,1535111,-77963,E,3
51,E:5,exp,exp,8,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1834549,1535111,299438,E,5
51,E:7,exp,exp,10,10,1.8,35,b.next eng mix,b.next prot mix 03-1,13656416,1535111,12121305,E,7
51,E:9,exp,exp,12,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1518444,1535111,-16667,E,9
51,E:11,exp,exp,14,10,1.8,35,b.next eng mix,b.next prot mix 03-1,18837189,1535111,17302078,E,11
51,E:13,exp,exp,16,10,1.8,35,b.next eng mix,b.next prot mix 03-1,14295767,1535111,12760656,E,13
51,E:15,exp,exp,18,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1509944,1535111,-25167,E,15
51,E:17,exp,exp,20,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1461413,1535111,-73698,E,17
51,E:19,exp,exp,22,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1429197,1535111,-105914,E,19
51,E:21,exp,exp,24,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1450812,1535111,-84299,E,21
51,E:23,exp,exp,26,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1314910,1535111,-220201,E,23
51,F:24,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,2258434,1535111,723323,F,24
51,F:18,H2O,control,,,,0,H2O,H2O,1573907,1535111,38796,F,18
51,F:12,NEB (+),control,,,,35,NEB SolA,NEB SolB,95209922,1535111,93674811,F,12
51,F:6,NEB (-),control,,,,0,NEB SolA,NEB SolB,1554558,1535111,19447,F,6
51,G:1,exp,exp,4,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1559497,1535111,24386,G,1
51,G:3,exp,exp,6,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1496071,1535111,-39040,G,3
51,G:5,exp,exp,8,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1617774,1535111,82663,G,5
51,G:7,exp,exp,10,15,1.8,35,b.next eng mix,b.next prot mix 03-1,6188599,1535111,4653488,G,7
51,G:9,exp,exp,12,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1432469,1535111,-102642,G,9
51,G:11,exp,exp,14,15,1.8,35,b.next eng mix,b.next prot mix 03-1,17677192,1535111,16142081,G,11
51,G:13,exp,exp,16,15,1.8,35,b.next eng mix,b.next prot mix 03-1,15143294,1535111,13608183,G,13
51,G:15,exp,exp,18,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1478226,1535111,-56885,G,15
51,G:17,exp,exp,20,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1676487,1535111,141376,G,17
51,G:19,exp,exp,22,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1478521,1535111,-56590,G,19
51,G:21,exp,exp,24,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1627957,1535111,92846,G,21
51,G:23,exp,exp,26,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1386990,1535111,-148121,G,23
51,I:1,exp,exp,4,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1579563,1535111,44452,I,1
51,I:3,exp,exp,6,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1511669,1535111,-23442,I,3
51,I:5,exp,exp,8,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1921484,1535111,386373,I,5
51,I:7,exp,exp,10,10,0.9,35,b.next eng mix,b.next prot mix 03-1,7483535,1535111,5948424,I,7
51,I:9,exp,exp,12,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1524695,1535111,-10416,I,9
51,I:11,exp,exp,14,10,0.9,35,b.next eng mix,b.next prot mix 03-1,12561463,1535111,11026352,I,11
51,I:13,exp,exp,16,10,0.9,35,b.next eng mix,b.next prot mix 03-1,8616216,1535111,7081105,I,13
51,I:15,exp,exp,18,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1553554,1535111,18443,I,15
51,I:17,exp,exp,20,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1554708,1535111,19597,I,17
51,I:19,exp,exp,22,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1516606,1535111,-18505,I,19
51,I:21,exp,exp,24,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1462193,1535111,-72918,I,21
51,I:23,exp,exp,26,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1579315,1535111,44204,I,23
51,J:24,H2O,control,,,,0,H2O,H2O,1474661,1535111,-60450,J,24
51,J:18,NEB (+),control,,,,35,NEB SolA,NEB SolB,93684624,1535111,92149513,J,18
51,J:12,NEB (-),control,,,,0,NEB SolA,NEB SolB,1826661,1535111,291550,J,12
51,J:6,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,5468207,1535111,3933096,J,6
51,K:1,exp,exp,4,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1436652,1535111,-98459,K,1
51,K:3,exp,exp,6,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1573122,1535111,38011,K,3
51,K:5,exp,exp,8,10,1.26,35,b.next eng mix,b.next prot mix 03-1,4845999,1535111,3310888,K,5
51,K:7,exp,exp,10,10,1.26,35,b.next eng mix,b.next prot mix 03-1,21204426,1535111,19669315,K,7
51,K:9,exp,exp,12,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1755104,1535111,219993,K,9
51,K:11,exp,exp,14,10,1.26,35,b.next eng mix,b.next prot mix 03-1,17453392,1535111,15918281,K,11
51,K:13,exp,exp,16,10,1.26,35,b.next eng mix,b.next prot mix 03-1,14965084,1535111,13429973,K,13
51,K:15,exp,exp,18,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1698394,1535111,163283,K,15
51,K:17,exp,exp,20,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1658855,1535111,123744,K,17
51,K:19,exp,exp,22,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1582164,1535111,47053,K,19
51,K:21,exp,exp,24,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1536517,1535111,1406,K,21
51,K:23,exp,exp,26,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1481226,1535111,-53885,K,23
51,M:1,exp,exp,4,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1423799,1535111,-111312,M,1
51,M:3,exp,exp,6,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1514703,1535111,-20408,M,3
51,M:5,exp,exp,8,10,1.8,35,b.next eng mix,b.next prot mix 03-1,2628466,1535111,1093355,M,5
51,M:7,exp,exp,10,10,1.8,35,b.next eng mix,b.next prot mix 03-1,16366385,1535111,14831274,M,7
51,M:9,exp,exp,12,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1534841,1535111,-270,M,9
51,M:11,exp,exp,14,10,1.8,35,b.next eng mix,b.next prot mix 03-1,17862039,1535111,16326928,M,11
51,M:13,exp,exp,16,10,1.8,35,b.next eng mix,b.next prot mix 03-1,13365921,1535111,11830810,M,13
51,M:15,exp,exp,18,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1500804,1535111,-34307,M,15
51,M:17,exp,exp,20,10,1.8,35,b.next eng mix,b.next prot mix 03-1,5990110,1535111,4454999,M,17
51,M:19,exp,exp,22,10,1.8,35,b.next eng mix,b.next prot mix 03-1,11531808,1535111,9996697,M,19
51,M:21,exp,exp,24,10,1.8,35,b.next eng mix,b.next prot mix 03-1,2918431,1535111,1383320,M,21
51,M:23,exp,exp,26,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1502274,1535111,-32837,M,23
51,N:24,NEB (+),control,,,,35,NEB SolA,NEB SolB,86480288,1535111,84945177,N,24
51,N:18,NEB (-),control,,,,0,NEB SolA,NEB SolB,9330703,1535111,7795592,N,18
51,N:12,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,6611275,1535111,5076164,N,12
51,N:6,H2O,control,,,,0,H2O,H2O,1609157,1535111,74046,N,6
51,O:1,exp,exp,4,10,2.16,35,b.next eng mix,b.next prot mix 03-1,1348277,1535111,-186834,O,1
51,O:3,exp,exp,6,10,2.16,35,b.next eng mix,b.next prot mix 03-1,1475672,1535111,-59439,O,3
51,O:5,exp,exp,8,10,2.16,35,b.next eng mix,b.next prot mix 03-1,3223979,1535111,1688868,O,5
51,O:7,exp,exp,10,10,2.16,35,b.next eng mix,b.next prot mix 03-1,15862499,1535111,14327388,O,7
51,O:9,exp,exp,12,10,2.16,35,b.next eng mix,b.next prot mix 03-1,17105087,1535111,15569976,O,9
51,O:11,exp,exp,14,10,2.16,35,b.next eng mix,b.next prot mix 03-1,17235496,1535111,15700385,O,11
51,O:13,exp,exp,16,10,2.16,35,b.next eng mix,b.next prot mix 03-1,8096492,1535111,6561381,O,13
51,O:15,exp,exp,18,10,2.16,35,b.next eng mix,b.next prot mix 03-1,7410393,1535111,5875282,O,15
51,O:17,exp,exp,20,10,2.16,35,b.next eng mix,b.next prot mix 03-1,9115425,1535111,7580314,O,17
51,O:19,exp,exp,22,10,2.16,35,b.next eng mix,b.next prot mix 03-1,12727443,1535111,11192332,O,19
51,O:21,exp,exp,24,10,2.16,35,b.next eng mix,b.next prot mix 03-1,3532009,1535111,1996898,O,21
51,O:23,exp,exp,26,10,2.16,35,b.next eng mix,b.next prot mix 03-1,2233833,1535111,698722,O,23
52,A:1,exp,exp,4,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1346821,1542662.25,-195841.25,A,1
52,A:3,exp,exp,6,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1353027,1542662.25,-189635.25,A,3
52,A:5,exp,exp,8,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1378434,1542662.25,-164228.25,A,5
52,A:7,exp,exp,10,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,3573685,1542662.25,2031022.75,A,7
52,A:9,exp,exp,12,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1376233,1542662.25,-166429.25,A,9
52,A:11,exp,exp,14,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,11505390,1542662.25,9962727.75,A,11
52,A:13,exp,exp,16,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,10149178,1542662.25,8606515.75,A,13
52,A:15,exp,exp,18,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1371142,1542662.25,-171520.25,A,15
52,A:17,exp,exp,20,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1392648,1542662.25,-150014.25,A,17
52,A:19,exp,exp,22,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1370133,1542662.25,-172529.25,A,19
52,A:21,exp,exp,24,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1344394,1542662.25,-198268.25,A,21
52,A:23,exp,exp,26,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1318405,1542662.25,-224257.25,A,23
52,B:24,NEB (-),control,,,,0,NEB SolA,NEB SolB,66386194,1542662.25,64843531.75,B,24
52,B:18,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,4411411,1542662.25,2868748.75,B,18
52,B:12,H2O,control,,,,0,H2O,H2O,1485891,1542662.25,-56771.25,B,12
52,B:6,NEB (+),control,,,,35,NEB SolA,NEB SolB,96263084,1542662.25,94720421.75,B,6
52,C:1,exp,exp,4,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1385701,1542662.25,-156961.25,C,1
52,C:3,exp,exp,6,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1395266,1542662.25,-147396.25,C,3
52,C:5,exp,exp,8,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1380128,1542662.25,-162534.25,C,5
52,C:7,exp,exp,10,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,4914414,1542662.25,3371751.75,C,7
52,C:9,exp,exp,12,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1392897,1542662.25,-149765.25,C,9
52,C:11,exp,exp,14,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,14379251,1542662.25,12836588.75,C,11
52,C:13,exp,exp,16,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,15074099,1542662.25,13531436.75,C,13
52,C:15,exp,exp,18,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1423637,1542662.25,-119025.25,C,15
52,C:17,exp,exp,20,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1397121,1542662.25,-145541.25,C,17
52,C:19,exp,exp,22,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1457768,1542662.25,-84894.25,C,19
52,C:21,exp,exp,24,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1494339,1542662.25,-48323.25,C,21
52,C:23,exp,exp,26,5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1387734,1542662.25,-154928.25,C,23
52,E:1,exp,exp,4,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1422909,1542662.25,-119753.25,E,1
52,E:3,exp,exp,6,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1459198,1542662.25,-83464.25,E,3
52,E:5,exp,exp,8,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1842014,1542662.25,299351.75,E,5
52,E:7,exp,exp,10,10,1.8,35,b.next eng mix,b.next prot mix 03-1,13736987,1542662.25,12194324.75,E,7
52,E:9,exp,exp,12,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1528789,1542662.25,-13873.25,E,9
52,E:11,exp,exp,14,10,1.8,35,b.next eng mix,b.next prot mix 03-1,18973013,1542662.25,17430350.75,E,11
52,E:13,exp,exp,16,10,1.8,35,b.next eng mix,b.next prot mix 03-1,14437326,1542662.25,12894663.75,E,13
52,E:15,exp,exp,18,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1513340,1542662.25,-29322.25,E,15
52,E:17,exp,exp,20,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1466353,1542662.25,-76309.25,E,17
52,E:19,exp,exp,22,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1437896,1542662.25,-104766.25,E,19
52,E:21,exp,exp,24,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1446887,1542662.25,-95775.25,E,21
52,E:23,exp,exp,26,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1318162,1542662.25,-224500.25,E,23
52,F:24,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,2275443,1542662.25,732780.75,F,24
52,F:18,H2O,control,,,,0,H2O,H2O,1581558,1542662.25,38895.75,F,18
52,F:12,NEB (+),control,,,,35,NEB SolA,NEB SolB,93723476,1542662.25,92180813.75,F,12
52,F:6,NEB (-),control,,,,0,NEB SolA,NEB SolB,1535880,1542662.25,-6782.25,F,6
52,G:1,exp,exp,4,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1567807,1542662.25,25144.75,G,1
52,G:3,exp,exp,6,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1492957,1542662.25,-49705.25,G,3
52,G:5,exp,exp,8,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1624867,1542662.25,82204.75,G,5
52,G:7,exp,exp,10,15,1.8,35,b.next eng mix,b.next prot mix 03-1,6207928,1542662.25,4665265.75,G,7
52,G:9,exp,exp,12,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1439282,1542662.25,-103380.25,G,9
52,G:11,exp,exp,14,15,1.8,35,b.next eng mix,b.next prot mix 03-1,17698616,1542662.25,16155953.75,G,11
52,G:13,exp,exp,16,15,1.8,35,b.next eng mix,b.next prot mix 03-1,15180287,1542662.25,13637624.75,G,13
52,G:15,exp,exp,18,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1477810,1542662.25,-64852.25,G,15
52,G:17,exp,exp,20,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1666107,1542662.25,123444.75,G,17
52,G:19,exp,exp,22,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1481792,1542662.25,-60870.25,G,19
52,G:21,exp,exp,24,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1628859,1542662.25,86196.75,G,21
52,G:23,exp,exp,26,15,1.8,35,b.next eng mix,b.next prot mix 03-1,1394361,1542662.25,-148301.25,G,23
52,I:1,exp,exp,4,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1563026,1542662.25,20363.75,I,1
52,I:3,exp,exp,6,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1515579,1542662.25,-27083.25,I,3
52,I:5,exp,exp,8,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1926794,1542662.25,384131.75,I,5
52,I:7,exp,exp,10,10,0.9,35,b.next eng mix,b.next prot mix 03-1,7475510,1542662.25,5932847.75,I,7
52,I:9,exp,exp,12,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1531569,1542662.25,-11093.25,I,9
52,I:11,exp,exp,14,10,0.9,35,b.next eng mix,b.next prot mix 03-1,12632768,1542662.25,11090105.75,I,11
52,I:13,exp,exp,16,10,0.9,35,b.next eng mix,b.next prot mix 03-1,8672920,1542662.25,7130257.75,I,13
52,I:15,exp,exp,18,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1569629,1542662.25,26966.75,I,15
52,I:17,exp,exp,20,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1547437,1542662.25,4774.75,I,17
52,I:19,exp,exp,22,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1511379,1542662.25,-31283.25,I,19
52,I:21,exp,exp,24,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1459442,1542662.25,-83220.25,I,21
52,I:23,exp,exp,26,10,0.9,35,b.next eng mix,b.next prot mix 03-1,1586362,1542662.25,43699.75,I,23
52,J:24,H2O,control,,,,0,H2O,H2O,1470447,1542662.25,-72215.25,J,24
52,J:18,NEB (+),control,,,,35,NEB SolA,NEB SolB,94097985,1542662.25,92555322.75,J,18
52,J:12,NEB (-),control,,,,0,NEB SolA,NEB SolB,1819788,1542662.25,277125.75,J,12
52,J:6,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,5492717,1542662.25,3950054.75,J,6
52,K:1,exp,exp,4,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1439304,1542662.25,-103358.25,K,1
52,K:3,exp,exp,6,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1578775,1542662.25,36112.75,K,3
52,K:5,exp,exp,8,10,1.26,35,b.next eng mix,b.next prot mix 03-1,4866145,1542662.25,3323482.75,K,5
52,K:7,exp,exp,10,10,1.26,35,b.next eng mix,b.next prot mix 03-1,21328672,1542662.25,19786009.75,K,7
52,K:9,exp,exp,12,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1742387,1542662.25,199724.75,K,9
52,K:11,exp,exp,14,10,1.26,35,b.next eng mix,b.next prot mix 03-1,17613138,1542662.25,16070475.75,K,11
52,K:13,exp,exp,16,10,1.26,35,b.next eng mix,b.next prot mix 03-1,15114812,1542662.25,13572149.75,K,13
52,K:15,exp,exp,18,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1707960,1542662.25,165297.75,K,15
52,K:17,exp,exp,20,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1652911,1542662.25,110248.75,K,17
52,K:19,exp,exp,22,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1606712,1542662.25,64049.75,K,19
52,K:21,exp,exp,24,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1530069,1542662.25,-12593.25,K,21
52,K:23,exp,exp,26,10,1.26,35,b.next eng mix,b.next prot mix 03-1,1489844,1542662.25,-52818.25,K,23
52,M:1,exp,exp,4,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1426301,1542662.25,-116361.25,M,1
52,M:3,exp,exp,6,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1518307,1542662.25,-24355.25,M,3
52,M:5,exp,exp,8,10,1.8,35,b.next eng mix,b.next prot mix 03-1,2633840,1542662.25,1091177.75,M,5
52,M:7,exp,exp,10,10,1.8,35,b.next eng mix,b.next prot mix 03-1,16318093,1542662.25,14775430.75,M,7
52,M:9,exp,exp,12,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1535238,1542662.25,-7424.25,M,9
52,M:11,exp,exp,14,10,1.8,35,b.next eng mix,b.next prot mix 03-1,18010479,1542662.25,16467816.75,M,11
52,M:13,exp,exp,16,10,1.8,35,b.next eng mix,b.next prot mix 03-1,13494417,1542662.25,11951754.75,M,13
52,M:15,exp,exp,18,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1498861,1542662.25,-43801.25,M,15
52,M:17,exp,exp,20,10,1.8,35,b.next eng mix,b.next prot mix 03-1,6024938,1542662.25,4482275.75,M,17
52,M:19,exp,exp,22,10,1.8,35,b.next eng mix,b.next prot mix 03-1,11625469,1542662.25,10082806.75,M,19
52,M:21,exp,exp,24,10,1.8,35,b.next eng mix,b.next prot mix 03-1,2949959,1542662.25,1407296.75,M,21
52,M:23,exp,exp,26,10,1.8,35,b.next eng mix,b.next prot mix 03-1,1499110,1542662.25,-43552.25,M,23
52,N:24,NEB (+),control,,,,35,NEB SolA,NEB SolB,87363555,1542662.25,85820892.75,N,24
52,N:18,NEB (-),control,,,,0,NEB SolA,NEB SolB,9366637,1542662.25,7823974.75,N,18
52,N:12,ProtMix Control,control,,,,35,b.next eng mix,NEB SolB,6639890,1542662.25,5097227.75,N,12
52,N:6,H2O,control,,,,0,H2O,H2O,1632753,1542662.25,90090.75,N,6
52,O:1,exp,exp,4,10,2.16,35,b.next eng mix,b.next prot mix 03-1,1348861,1542662.25,-193801.25,O,1
52,O:3,exp,exp,6,10,2.16,35,b.next eng mix,b.next prot mix 03-1,1478670,1542662.25,-63992.25,O,3
52,O:5,exp,exp,8,10,2.16,35,b.next eng mix,b.next prot mix 03-1,3240098,1542662.25,1697435.75,O,5
52,O:7,exp,exp,10,10,2.16,35,b.next eng mix,b.next prot mix 03-1,15898575,1542662.25,14355912.75,O,7
52,O:9,exp,exp,12,10,2.16,35,b.next eng mix,b.next prot mix 03-1,17185425,1542662.25,15642762.75,O,9
52,O:11,exp,exp,14,10,2.16,35,b.next eng mix,b.next prot mix 03-1,17321270,1542662.25,15778607.75,O,11
52,O:13,exp,exp,16,10,2.16,35,b.next eng mix,b.next prot mix 03-1,8107229,1542662.25,6564566.75,O,13
52,O:15,exp,exp,18,10,2.16,35,b.next eng mix,b.next prot mix 03-1,7441208,1542662.25,5898545.75,O,15
52,O:17,exp,exp,20,10,2.16,35,b.next eng mix,b.next prot mix 03-1,9142795,1542662.25,7600132.75,O,17
52,O:19,exp,exp,22,10,2.16,35,b.next eng mix,b.next prot mix 03-1,12869667,1542662.25,11327004.75,O,19
52,O:21,exp,exp,24,10,2.16,35,b.next eng mix,b.next prot mix 03-1,3571402,1542662.25,2028739.75,O,21
52,O:23,exp,exp,26,10,2.16,35,b.next eng mix,b.next prot mix 03-1,2246447,1542662.25,703784.75,O,23
53,A:1,exp,exp,4,2.5,1.8,35,b.next eng mix,b.next prot mix dT7RNAP 03-1,1348990,1557018.75,-208028.75,A,1
